,data,x_coord,y_coord,z_coord
49,1.7315346750269923e-54,5018855.122737031,0.0,1.28182091680233
50,1.2642510084840176e-56,5268634.864644061,0.0,1.295886485314224
51,-1.0599164511787831e-59,5519362.497895357,0.0,1.3086764855294237
52,5.98439170811477e-64,5770914.4753423575,0.0,1.3203532371835447
53,-1.0173981770898694e-70,6023187.514312481,0.0,1.3310532179244399
54,0.0,6276094.664338254,0.0,1.3408918986629919
55,-1.5738281369050694e-42,4132113.2129131607,0.0,1.1493771199070921
56,1.214999066119688e-44,4370697.47168625,0.0,1.1737168815699142
57,-4.782300360735837e-47,4611602.284021159,0.0,1.1955255039389392
58,-4.933207636248729e-49,4854482.188172627,0.0,1.2151604424941367
59,-2.3411757441125774e-52,5099054.957234032,0.0,1.2329181385546182
60,-1.0176684027180257e-54,5345088.217308688,0.0,1.2490457723982544
61,1.1511263888266226e-56,5592389.211870262,0.0,1.2637505947761056
62,1.2940183026099052e-62,5840796.914427446,0.0,1.2772073393861467
63,5.843260727941513e-66,6090175.90439217,0.0,1.2895641248766012
64,-2.043245365456271e-68,6340411.575726322,0.0,1.3009471708564273
65,7.0391932534993355e-40,4015926.0996874394,0.0,1.0636978224025595
66,7.576312731355437e-40,4245121.526000437,0.0,1.0934509444212246
67,4.3663155485181317e-41,4477688.416491856,0.0,1.1201350007142628
68,-5.782765153166496e-43,4713127.7080267975,0.0,1.1441688336680205
69,1.0875924119259085e-45,4951029.63851622,0.0,1.1659045405098132
70,1.474972877438242e-49,5191055.636676775,0.0,1.1856388204314223
71,4.786178649423625e-51,5432924.186567756,0.0,1.2036224929766772
72,-6.886037165453633e-55,5676399.762457156,0.0,1.220068378546693
73,-2.2462096790170542e-60,5921284.13114638,0.0,1.2351577764672872
74,3.3771576745613267e-65,6167409.481510024,0.0,1.2490457723982544
75,-4.4783089960895394e-38,4148445.7398696993,0.0,1.0088747645380813
76,1.1810014006312194e-38,4370697.47168625,0.0,1.0405805540182667
77,-2.927478080311906e-39,4596915.615244381,0.0,1.0691922726057763
78,-2.341227085668905e-41,4826542.490299056,0.0,1.0951011079399045
79,1.9585306484077432e-42,5059113.963922768,0.0,1.118642464509121
80,1.0454764077626348e-45,5294241.989328218,0.0,1.1401038154083887
81,7.588959634247011e-49,5531600.567239577,0.0,1.1597317794050324
82,-5.568332827126531e-53,5770914.475342357,0.0,1.1777383076129642
83,6.96889908576158e-57,6011950.214386196,0.0,1.1943059923483736
84,1.296087939982042e-61,6254508.720204332,0.0,1.209592571301215
85,8.948317865454661e-37,4082723.6310331994,0.0,0.9209258773829491
86,-2.0671466062574124e-36,4292643.023528382,0.0,0.9575889779203873
87,2.9991284657234202e-37,4507790.862474479,0.0,0.9907935525872157
88,1.2953173125707664e-36,4727453.357197875,0.0,1.0209431441183117
89,4.125874134007493e-38,4951029.63851622,0.0,1.0483928950783679
90,-9.67945015178601e-41,5178012.762707541,0.0,1.073453610448074
91,7.180586075190004e-42,5407973.771420294,0.0,1.0963964440029894
92,-4.838561682655456e-45,5640548.457932885,0.0,1.1174576309403337
93,7.813143014504669e-50,5875426.448566928,0.0,1.136842957401
94,-3.870829017794681e-53,6112342.222999466,0.0,1.154731821071074
95,4.361354702620296e-58,6351067.737153797,0.0,1.1712808327955222
96,-1.0962683754784042e-32,4049462.599256084,0.0,0.8308214428190253
97,1.5740883129507985e-31,4245121.526000437,0.0,0.8721365020734333
98,1.0901347986947748e-32,4447382.224473433,0.0,0.9097531579442097
99,-2.7066169015756135e-33,4655384.300240289,0.0,0.9440534255838496
100,4.08640888498341e-34,4868391.907765523,0.0,0.975386451316164
101,1.3462284807429192e-36,5085776.145740336,0.0,1.0040671092713902
102,3.0072287876751886e-37,5306999.217437058,0.0,1.0303768265243125
103,-2.501912007685306e-39,5531600.567239577,0.0,1.054565656183149
104,6.271375344080529e-42,5759184.962249816,0.0,1.0768549578753155
105,-7.367354194547567e-47,5989412.364801337,0.0,1.0974402849599816
106,-7.488196104250287e-50,6221989.390394154,0.0,1.1164942401015803
107,1.7610777028396933e-28,4049462.599256084,0.0,0.7399748839758713
108,1.3079729348117932e-28,4229162.36602483,0.0,0.7853981633974483
109,-9.177094611784875e-29,4416868.092431467,0.0,0.8270407424960367
110,-3.408069099483495e-28,4611602.284021159,0.0,0.8652281491096855
111,-1.8339988711451522e-28,4812511.813840115,0.0,0.9002747688143474
112,-5.599092715354446e-31,5018855.1227370305,0.0,0.9324765187858508
113,-8.822936776859465e-32,5229989.099415822,0.0,0.9621070194674849
114,-6.325307078876524e-34,5445356.523617572,0.0,0.9894161429899969
115,-1.0651371024976383e-35,5664474.539700229,0.0,1.0146300966744435
116,-2.5121689028129347e-39,5886924.358680967,0.0,1.0379524391755077
117,-1.6236369525292467e-43,6112342.222999466,0.0,1.059565614517107
118,-1.2798894477171387e-45,6340411.575726321,0.0,1.079632728508636
119,6.12088364570576e-27,4082723.6310331994,0.0,0.6498704494119475
120,4.8405050107863774e-27,4245121.526000437,0.0,0.6986598247214633
121,6.310118944584668e-28,4416868.092431467,0.0,0.7437555842988599
122,-9.601419979101315e-28,4596915.615244381,0.0,0.7853981633974483
123,1.4915190503650502e-27,4784327.022030122,0.0,0.8238407534186362
124,3.101426301272173e-27,4978270.722458665,0.0,0.8593372010553886
125,-9.870156918870971e-27,5178012.762707541,0.0,0.8921338360465839
126,-4.210062243457448e-27,5382907.709384099,0.0,0.9224643377076358
127,9.960043122686028e-29,5592389.211870262,0.0,0.9505468408120752
128,2.9471729061326685e-32,5805960.83681681,0.0,0.9765826229944626
129,9.462462462603603e-36,6023187.514312481,0.0,1.0007558630951863
130,2.1692434636754007e-41,6243687.762756919,0.0,1.0232340908548991
131,2.8553949964090414e-27,4015926.0996874394,0.0,0.5070985043923371
132,-3.055603886057719e-26,4148445.7398696993,0.0,0.5619215622568152
133,-6.953994441819645e-26,4292643.023528382,0.0,0.6132073488745092
134,-8.634447872677964e-26,4447382.224473433,0.0,0.6610431688506868
135,-7.597989974687945e-26,4611602.284021159,0.0,0.7055681776852111
136,-5.857082032946982e-26,4784327.022030122,0.0,0.7469555733762604
137,-4.765677392514122e-26,4964668.864463932,0.0,0.7853981633974483
138,-3.671259686723168e-26,5151827.95385668,0.0,0.8210972760767722
139,7.853396870391206e-26,5345088.217308687,0.0,0.8542546526984929
140,4.285440469305486e-25,5543811.6208793335,0.0,0.8850668158886102
141,1.2336374269832135e-25,5747431.511300754,0.0,0.913721391083243
142,5.0312171976023095e-28,5955445.669192234,0.0,0.9403949053213893
143,-2.9048756657624496e-32,6167409.481510024,0.0,0.9652516631899265
144,7.111145496878689e-29,4032729.2111499757,0.0,0.3625442372645077
145,-4.90417590452176e-26,4132113.2129131607,0.0,0.4214192068878043
146,-8.007332246112571e-26,4245121.526000437,0.0,0.477345382373672
147,-2.5403147739322982e-26,4370697.47168625,0.0,0.5302157727766299
148,7.519054613019816e-26,4507790.862474479,0.0,0.5800027742076809
149,1.4343590047357481e-25,4655384.300240289,0.0,0.6267429012110469
150,1.626498122685468e-25,4812511.813840115,0.0,0.6705215579805491
151,1.6124058120878581e-25,4978270.722458665,0.0,0.711459125739508
152,1.3470126048203858e-25,5151827.95385668,0.0,0.7496990507181244
153,9.78274802197657e-26,5332422.113683483,0.0,0.7853981633974483
154,-5.1053356877999275e-26,5519362.497895357,0.0,0.8187191592756954
155,-7.84975941708591e-25,5712026.0521253105,0.0,0.8498250028230018
156,-1.6678430349245866e-24,5909853.070039422,0.0,0.8788749445560378
157,1.472703865893121e-24,6112342.222999466,0.0,0.9060218319775509
158,4.52669802321054e-28,6319045.34284897,0.0,0.9314104211087236
159,-3.236743506690181e-33,4032729.2111499757,0.0,0.03224688243525393
160,7.47219410176881e-30,4049462.5992560843,0.0,0.09647377518258694
161,1.0112879583857996e-27,4082723.6310332,0.0,0.15991312315821932
162,6.211952903784863e-27,4132113.212913161,0.0,0.22208190190548022
163,-2.595612493744502e-26,4197061.997823915,0.0,0.28255495246958756
164,-6.543785191685736e-26,4276861.194279674,0.0,0.3409789534963495
165,2.107244370833742e-26,4370697.47168625,0.0,0.3970794452249824
166,1.4693855388441262e-25,4477688.416491856,0.0,0.45066132608063375
167,1.9300586836053127e-25,4596915.615244381,0.0,0.5016040541891204
168,1.5234963247831824e-25,4727453.357197875,0.0,0.5498531826765849
169,8.589297950993934e-26,4868391.907765523,0.0,0.5954098754787326
170,1.3738105247345844e-26,5018855.1227370305,0.0,0.6383198080090458
171,-3.206807328175872e-26,5178012.762707541,0.0,0.6786624907483126
172,-1.7459236344970777e-26,5345088.217308687,0.0,0.7165416740964037
173,-1.505308482866368e-26,5519362.497895357,0.0,0.7520771675192012
174,1.8892946439055811e-25,5700175.362903033,0.0,0.7853981633974483
175,7.555289565823287e-25,5886924.358680967,0.0,0.8166379968277165
176,1.0709511724155748e-23,6079062.435452316,0.0,0.8459301831795554
177,-3.041151818617066e-23,6276094.664338254,0.0,0.873405536925189
178,-1.5285873281088849e-30,4292643.023528382,0.0,0.030293759918775108
179,4.200243713925985e-28,4308367.043295921,0.0,0.09065988720074514
180,2.1231172714596082e-27,4339644.1656409465,0.0,0.15037142800713457
181,-3.6678647500166565e-26,4386141.680488231,0.0,0.20902294280626468
182,-2.7242407434132495e-27,4447382.224473434,0.0,0.2662520491509254
183,1.292607341260237e-25,4522766.9531073505,0.0,0.3217505543966423
184,1.6362953558759238e-25,4611602.284021159,0.0,0.3752708228559574
185,8.187386097357907e-26,4713127.7080267975,0.0,0.42662749312687615
186,-1.9239313533674498e-26,4826542.490299056,0.0,0.47569521885499205
187,-8.992193516627096e-26,4951029.63851622,0.0,0.5224034317165287
188,-1.4348363231448154e-25,5085776.145740336,0.0,0.5667292175235062
189,-1.827739332060943e-25,5229989.099415822,0.0,0.6086893073274117
190,-1.9826438111439882e-25,5382907.709384099,0.0,0.6483319890872608
191,-2.721273124026341e-25,5543811.6208793335,0.0,0.6857295109062863
192,-3.2871706435144103e-25,5712026.0521253105,0.0,0.7209713239718948
193,-3.8034305682182567e-25,5886924.358680967,0.0,0.75415832996718
194,-6.85089963181694e-25,6067928.612122584,0.0,0.7853981633974483
195,-9.275225131998795e-25,6254508.720204332,0.0,0.8148014516014533
196,-4.346209909768629e-28,4552571.341203015,0.0,0.02856365783876
197,5.351816779864643e-28,4567400.603084271,0.0,0.08550529367820467
198,-2.673344784025963e-26,4596915.615244382,0.0,0.14189705460416394
199,3.950326722704981e-26,4640836.188728519,0.0,0.1973955598498808
200,1.3689044122057075e-25,4698758.382792032,0.0,0.2516899717581868
201,6.831200269568427e-26,4770172.17733449,0.0,0.30451088320211256
202,-6.227243929307668e-26,4854482.188172627,0.0,0.3556358843007599
203,-1.4530533297784524e-25,4951029.63851622,0.0,0.4048917862850835
204,-1.7545309524362364e-25,5059113.963922768,0.0,0.45215386228577553
205,-1.8704259814549563e-25,5178012.762707541,0.0,0.4973427163468224
206,-2.223861314853868e-25,5306999.217437058,0.0,0.540419500270584
207,-2.5199041186646e-25,5445356.523617572,0.0,0.5813801838048996
208,-1.2050906810121551e-26,5592389.211870262,0.0,0.6202494859828214
209,-1.7878310740087522e-25,5747431.511300754,0.0,0.6570749357116535
210,4.292516492783845e-26,5909853.070039422,0.0,0.6919213822388588
211,3.613763674852042e-25,6079062.435452316,0.0,0.7248661436153412
212,4.85267075494519e-25,6254508.720204332,0.0,0.7559948751934432
213,-2.961088305297813e-27,4812511.813840116,0.0,0.027020449187264792
214,-1.557894704538391e-27,4826542.490299057,0.0,0.08090409915523061
215,4.5979067263523514e-26,4854482.188172627,0.0,0.13432144195296855
216,8.832218184239372e-26,4896092.796528667,0.0,0.18697926991891115
217,-4.9249520429097695e-26,4951029.63851622,0.0,0.23860932250820102
218,-1.6195467578828577e-25,5018855.122737031,0.0,0.2889754099925665
219,-2.0145908609892116e-25,5099054.957234032,0.0,0.3378781882402785
220,-2.1146923362476347e-25,5191055.636676775,0.0,0.38515750636347423
221,-2.076300931787804e-25,5294241.989328218,0.0,0.43069251138650794
222,-1.5466749337119852e-25,5407973.771420294,0.0,0.47439988279190726
223,-1.1732678000377575e-25,5531600.567239577,0.0,0.5162306706117478
224,-1.5180377987992644e-26,5664474.539700229,0.0,0.556166230120453
225,1.6140951213180732e-25,5805960.83681681,0.0,0.5942137038004339
226,1.4711575631654962e-25,5955445.669192234,0.0,0.6304014214735073
227,7.625510491699232e-26,6112342.222999466,0.0,0.6647744948173456
228,1.3211701300270122e-26,6276094.664338254,0.0,0.6973907898697076
229,2.4549753801777164e-26,5072462.572781576,0.0,0.025635408521677488
230,8.790772317644036e-27,5085776.145740336,0.0,0.07677189126977806
231,4.1941576219323676e-26,5112299.278133519,0.0,0.12750955821523827
232,-8.610621026752561e-26,5151827.953856681,0.0,0.17759616728348793
233,-1.7569230874664327e-25,5204065.821584625,0.0,0.22679884805388592
234,-1.9695692423600317e-25,5268634.864644061,0.0,0.2749098414806726
235,-1.8926882476175239e-25,5345088.217308688,0.0,0.32175055439664224
236,-1.5844497423301834e-25,5432924.186567756,0.0,0.3671738338182193
237,-7.789598500219102e-26,5531600.567239577,0.0,0.4110645473898643
238,9.146802620771823e-26,5640548.457932885,0.0,0.45333869585456277
239,1.0605447906326577e-25,5759184.962249816,0.0,0.4939413689195811
240,4.874901307100583e-26,5886924.358680967,0.0,0.5328438876193887
241,2.832333464090721e-26,6023187.514312481,0.0,0.5700404636997103
242,2.2395691331853285e-27,6167409.481510024,0.0,0.6055446636049701
243,2.7985798040274796e-29,6319045.34284897,0.0,0.6393859056861729
244,-1.3349576852982613e-26,5332422.113683483,0.0,0.02438540917271854
245,7.0991362969934165e-28,5345088.217308687,0.0,0.07304056530311934
246,-1.2634928352634502e-25,5370330.805028237,0.0,0.1213520005707637
247,-2.25680519478e-25,5407973.771420294,0.0,0.1691012260013771
248,-2.370974640110387e-25,5457760.540882679,0.0,0.21608497229678647
249,-1.8470518332443096e-25,5519362.497895357,0.0,0.2621198412654729
250,8.349836238952453e-26,5592389.211870262,0.0,0.3070457320187908
251,1.0338273403999701e-25,5676399.762457156,0.0,0.3507279482482036
252,6.718184659281644e-26,5770914.475342357,0.0,0.39305801918193245
253,2.6914196470466986e-26,5875426.448566928,0.0,0.43395336939389656
254,1.9150565235388104e-26,5989412.364801337,0.0,0.473356041834915
255,5.982491419115888e-28,6112342.222999466,0.0,0.5112307122777895
256,7.507356228729222e-31,6243687.762756919,0.0,0.5475622359399975
257,1.0140046667141248e-25,5592389.211870262,0.0,0.02325162281046292
258,-1.2389183666635497e-25,5604467.820351406,0.0,0.06965457372856822
259,-2.860737610413081e-25,5628547.277404491,0.0,0.11575921772081074
260,-2.628327503641641e-25,5664474.539700229,0.0,0.1613751104206915
261,-1.9659124909224714e-26,5712026.052125311,0.0,0.20632389402971751
262,1.5400615168669381e-25,5770914.4753423575,0.0,0.2504430896113519
263,3.792632353070731e-26,5840796.914427446,0.0,0.2935889874087498
264,3.012768283817796e-26,5921284.13114638,0.0,0.33563855032760936
265,1.539748866371875e-26,6011950.214386196,0.0,0.37649033444652286
266,2.7740858408579906e-28,6112342.222999466,0.0,0.41606450572382264
267,1.2875375295061448e-31,6221989.390394154,0.0,0.4543020866933162
268,-1.7268045688498088e-34,6340411.575726321,0.0,0.4911635982862605
269,2.315363542880457e-25,5852362.860238308,0.0,0.022218565326719064
270,-2.599568025579231e-25,5863905.993466151,0.0,0.06656816377582382
271,-1.8953983281716937e-25,5886924.358680967,0.0,0.11065722117389568
272,2.0012810134460593e-25,5921284.131146379,0.0,0.15431877592611906
273,3.009716258029789e-26,5966789.385508096,0.0,0.1973955598498808
274,4.5240316230717594e-26,6023187.514312481,0.0,0.23974310887045663
275,1.703032370352736e-26,6090175.90439217,0.0,0.2812322019182953
276,2.1394812808556695e-28,6167409.481510024,0.0,0.32175055439664224
277,3.1950614205421505e-32,6254508.720204332,0.0,0.3612037554936816
278,1.8183352229089357e-34,6351067.737153797,0.0,0.39951549399937447
279,1.0403983386778797e-24,6112342.222999467,0.0,0.021273386024061206
280,-1.591206984589612e-25,6123395.292104993,0.0,0.06374331253268709
281,2.2514013109157047e-25,6145441.791116133,0.0,0.10598435798959992
282,4.299187167293751e-26,6178364.036290779,0.0,0.14784936525875558
283,3.5903974465982667e-26,6221989.390394155,0.0,0.1891990220999682
284,3.0967660234394367e-28,6276094.664338254,0.0,0.22990442813190473
285,7.852824575826047e-32,6340411.575726322,0.0,0.2698491559384693
